t,feat_mean_5m,feat_min_5m,feat_std_5m,feat_slope_5m,label_next_30min
3278.0,98.86666666666666,98.0,0.4721921646496982,-0.006666666666666667,0
3279.0,98.86333333333333,98.0,0.474770378107643,-0.0033333333333333335,0
3280.0,98.86,98.0,0.47731131031680496,-0.0033333333333333335,0
3281.0,98.85333333333334,98.0,0.47529841591286404,-0.006666666666666667,0
3282.0,98.84666666666666,98.0,0.47318272919250537,-0.006666666666666667,0
3283.0,98.84,98.0,0.47096286484893385,-0.006666666666666667,0
3284.0,98.83333333333333,98.0,0.46863734246346567,-0.006666666666666667,0
3285.0,98.82666666666667,98.0,0.4662045809079758,-0.006666666666666667,0
3286.0,98.82,98.0,0.4636628921876329,-0.006666666666666667,0
3287.0,98.81333333333333,98.0,0.46101047466177697,-0.006666666666666667,0
3288.0,98.80666666666667,98.0,0.45824540557196053,-0.006666666666666667,0
3289.0,98.8,98.0,0.4553656327958904,-0.006666666666666667,0
3290.0,98.79333333333334,98.0,0.4523689657340013,-0.006666666666666667,0
3291.0,98.78666666666666,98.0,0.4492530652213245,-0.006666666666666667,0
3292.0,98.78,98.0,0.4460154323407639,-0.006666666666666667,0
3293.0,98.77333333333333,98.0,0.442653395994359,-0.006666666666666667,0
3294.0,98.76666666666667,98.0,0.43916409906596005,-0.006666666666666667,0
3295.0,98.76,98.0,0.4355444829811889,-0.006666666666666667,0
3296.0,98.75333333333333,98.0,0.431791270437631,-0.006666666666666667,0
3297.0,98.75,98.0,0.4337361989744886,-0.0033333333333333335,0
3298.0,98.74666666666667,98.0,0.4356468556428421,-0.0033333333333333335,0
3299.0,98.74333333333334,98.0,0.4375236894364896,-0.0033333333333333335,0
3300.0,98.74,98.0,0.43936713379667425,-0.0033333333333333335,0
3301.0,98.73666666666666,98.0,0.44117760727314326,-0.0033333333333333335,0
3302.0,98.73333333333333,98.0,0.44295551414760753,-0.0033333333333333335,0
3303.0,98.73,98.0,0.444701245022151,-0.0033333333333333335,0
3304.0,98.72666666666667,98.0,0.4464151773749357,-0.0033333333333333335,0
3305.0,98.72333333333333,98.0,0.44809767608536394,-0.0033333333333333335,0
3306.0,98.72,98.0,0.4497490939306899,-0.0033333333333333335,0
3307.0,98.71666666666667,98.0,0.45136977205592044,-0.0033333333333333335,0
3308.0,98.71333333333334,98.0,0.45296004041870513,-0.0033333333333333335,0
3309.0,98.71,98.0,0.4545202182107862,-0.0033333333333333335,0
3310.0,98.70666666666666,98.0,0.4560506142574645,-0.0033333333333333335,0
3311.0,98.70333333333333,98.0,0.4575515273964289,-0.0033333333333333335,0
3312.0,98.7,98.0,0.4590232468371986,-0.0033333333333333335,0
3313.0,98.69666666666667,98.0,0.46046605250233896,-0.0033333333333333335,0
3314.0,98.69333333333333,98.0,0.4618802153515283,-0.0033333333333333335,0
3315.0,98.69,98.0,0.46326599768947635,-0.0033333333333333335,0
3316.0,98.68666666666667,98.0,0.46462365345862666,-0.0033333333333333335,0
3317.0,98.68333333333334,98.0,0.4659534285175101,-0.0033333333333333335,0
3318.0,98.68,98.0,0.46725556090555753,-0.0033333333333333335,0
3319.0,98.67666666666666,98.0,0.4685302810951244,-0.0033333333333333335,0
3320.0,98.67333333333333,98.0,0.4697778122314311,-0.0033333333333333335,0
3321.0,98.67,98.0,0.470998370361074,-0.0033333333333333335,0
3322.0,98.66666666666667,98.0,0.4721921646497213,-0.0033333333333333335,0
3323.0,98.66333333333333,98.0,0.4733593975895649,-0.0033333333333333335,0
3324.0,98.66,98.0,0.4745002651970665,-0.0033333333333333335,0
3325.0,98.65666666666667,98.0,0.4756149572014966,-0.0033333333333333335,0
3326.0,98.65333333333334,98.0,0.47670365722473823,-0.0033333333333333335,0
3327.0,98.65,98.0,0.4777665429527944,-0.0033333333333333335,0
3328.0,98.64666666666666,98.0,0.4788037862994113,-0.0033333333333333335,0
3329.0,98.64333333333333,98.0,0.4798155535622044,-0.0033333333333333335,0
3330.0,98.64,98.0,0.4808020055716503,-0.0033333333333333335,0
3331.0,98.63666666666667,98.0,0.4817632978332847,-0.0033333333333333335,0
3332.0,98.63333333333334,98.0,0.4826995806634262,-0.0033333333333333335,0
3333.0,98.63,98.0,0.4836109993187264,-0.0033333333333333335,0
3334.0,98.62666666666667,98.0,0.48449769411982874,-0.0033333333333333335,0
3335.0,98.62333333333333,98.0,0.48535980056940176,-0.0033333333333333335,0
3336.0,98.62,98.0,0.48619744946479515,-0.0033333333333333335,0
3337.0,98.61666666666666,98.0,0.48701076700555496,-0.0033333333333333335,0
3338.0,98.61333333333333,98.0,0.4877998748960174,-0.0033333333333333335,0
3339.0,98.61,98.0,0.48856489044318946,-0.0033333333333333335,0
3340.0,98.60666666666667,98.0,0.4893059266501128,-0.0033333333333333335,0
3341.0,98.60333333333334,98.0,0.49002309230489305,-0.0033333333333333335,0
3342.0,98.6,98.0,0.4907164920655696,-0.0033333333333333335,0
3343.0,98.59666666666666,98.0,0.49138622654098785,-0.0033333333333333335,0
3344.0,98.59333333333333,98.0,0.49203239236782786,-0.0033333333333333335,0
3345.0,98.59,98.0,0.4926550822839338,-0.0033333333333333335,0
3346.0,98.58666666666667,98.0,0.49325438519807946,-0.0033333333333333335,0
3347.0,98.58333333333333,98.0,0.493830386256299,-0.0033333333333333335,0
3348.0,98.58,98.0,0.49438316690490175,-0.0033333333333333335,0
3349.0,98.57666666666667,98.0,0.49491280495028495,-0.0033333333333333335,0
3350.0,98.57333333333334,98.0,0.49541937461565017,-0.0033333333333333335,0
3351.0,98.57,98.0,0.4959029465947237,-0.0033333333333333335,0
3352.0,98.56666666666666,98.0,0.4963635881025735,-0.0033333333333333335,0
3353.0,98.56333333333333,98.0,0.4968013629236109,-0.0033333333333333335,0
3354.0,98.56,98.0,0.4972163314568597,-0.0033333333333333335,0
3355.0,98.55666666666667,98.0,0.49760855075856814,-0.0033333333333333335,0
3356.0,98.55333333333333,98.0,0.49797807458223653,-0.0033333333333333335,0
3357.0,98.55,98.0,0.4983249534161267,-0.0033333333333333335,0
3358.0,98.54666666666667,98.0,0.49864923451831605,-0.0033333333333333335,0
3359.0,98.54333333333334,98.0,0.49895096194935284,-0.0033333333333333335,0
3360.0,98.54,98.0,0.49923017660256763,-0.0033333333333333335,0
